Index,embedding_row,Category,Section,Headline,enhanced_text_characters,enhanced_text_words
3760,953,sport,football,Emiliano Sala: Flight organizer convicted over in crash that caused death of soccer star  - CNN,3135,502
49,954,business,tech,"Electric robots are mapping the seafloor, Earth's last frontier - CNN",4880,787
3163,955,news,uk,"Kate, Duchess of Cambridge, forced to self-isolate after Covid-19 contact - CNN",2431,390
4331,956,news,australia,Australia shark attack: Search for man who went missing called off - CNN,2330,392
3098,957,sport,tennis,Tokyo Olympics: Novak Djokovic is a 'little bit divided' on playing at Games - CNN,1622,268
1959,958,news,uk,Women's groups lose legal battle over UK's falling rape prosecutions - CNN,4718,756
4702,959,sport,sport,"Yorkshire County Cricket Club: Amid racism scandal fallout, first-team coach and director of cricket among staff to leave  - CNN",2803,449
2202,960,sport,football,Martin Braithwaite spent time in a wheelchair as a child; now he's Lionel Messi's wingman at Barcelona - CNN,8626,1452
2848,961,sport,tennis,Federer withdraws from French Open over knee concerns - CNN,3446,597
4417,962,sport,sport,World Series Game 6: 'No pressure' for the Atlanta Braves as Astros threaten fightback - CNN,3601,651
3033,963,news,australia,Katie Hopkins: Australia to deport British columnist after Covid quarantine breach - CNN,2145,322
3515,964,sport,motorsport,Max Verstappen to start at back of Russian Grand Prix following engine change  - CNN,3893,651
2461,965,sport,sport,"Tokyo Olympics can be delivered 'safely and securely,' says World Athletics president Seb Coe - CNN",4123,705
1183,966,news,world,From Gandhi to guns: An Indian woman at the NRA  - CNN,13073,2281
1487,967,sport,sport,Jared Porter: New York Mets fire general manager after reportedly sending explicit pictures to female reporter - CNN,2554,404
3987,968,news,europe,Cristiano Ronaldo Fast Facts - CNN,7066,1124
3774,969,sport,football,Josh Cavallo: Australian pro footballer announces he is gay - CNN,2190,347
4002,970,sport,sport,Jim Kaat: Baseball broadcaster apologizes for insensitive remark during an MLB playoff game - CNN,1634,280
2674,971,news,europe,Drones are helping to clean up the world's plastic pollution - CNN,6177,1007
1734,972,sport,tennis,Sofia Kenin: Defending champion moved to tears after Australian Open defeat  - CNN,2968,494
203,973,business,tech,Self-driving robotaxis are taking off in China - CNN,5561,893
4635,974,sport,motorsport,Mercedes ends partnership with firm whose insulation was used in Grenfell Tower - CNN,4320,691
2055,975,sport,sport,Katie Ledecky wins by 21 seconds in her first race for a year - CNN,2119,352
2333,976,news,europe,Italy makes vaccines compulsory for health workers. But some are unconvinced - CNN,7972,1286
2315,977,sport,football,Valencia vs Cádiz: La Liga match suspended following incident of alleged racist abuse - CNN,5555,933
2558,978,sport,sport,IPL: Indian Premier League indefinitely suspended due to Covid-19 crisis - CNN,4857,773
4564,979,news,europe,Emmanuel Macron Fast Facts - CNN,10788,1728
3115,980,sport,sport,Olympics memorabilia: Rare pair of track spikes handmade by Nike co-founder set to fetch up to $1.2 million at auction - CNN,2652,434
123,981,sport,tennis,"Nick Kyrgios: 'I've come of age,' says smitten Aussie tennis star as he turns up heat at Indian Wells - CNN",2629,474
4123,982,sport,sport,NHL postpones upcoming New York Islanders games due to Covid-19 outbreak - CNN,1985,318
1303,983,news,us,Compassionate release became a life-or-death lottery for thousands of federal inmates during the pandemic  - CNN,21541,3395
2278,984,sport,golf,Tommy Fleetwood hits memorable hole-in-one at The Masters - CNN,6471,1070
790,985,news,africa,Sudan overturns death sentence for teen who killed her husband after he raped her - CNN,4023,700
4003,986,news,uk,Anti-trans rhetoric is rife in the British media. Little is being done to extinguish the flames - CNN,16076,2534
443,987,entertainment,entertainment,Janet Jackson's documentary: The revelations we can't wait for - CNN,3307,537
2965,988,sport,sport,Here's who won gold medals at the Tokyo Olympics on Saturday - CNN,911,125
1769,989,news,uk,"Britain is under lockdown. But one year into the Covid crisis, many are unable to keep to the rules. - CNN",9215,1521
1541,990,sport,sport,Virat Kohli and wife Anushka Sharma announce arrival of baby girl - CNN,1783,291
3316,991,news,uk,Plymouth shooter was a misogynist whose remarks echoed the 'incel' ideology  - CNN,5186,844
1037,992,news,us,How 911 calls on blacks are a new twist on something old: white flight - CNN,14877,2568
3891,993,sport,sport,"Sean Wainui: Māori All Blacks player, 25, dies after car crash - CNN",2215,381
3156,994,news,europe,Xavier Bettel: Luxembourg prime minister in 'serious but stable' condition in hospital with Covid-19 - CNN,2703,408
3678,995,news,europe,Russian minister Yevgeny Zinichev dies during training exercises in the Arctic - CNN,1690,254
3255,996,news,europe,"Germany floods were up to 9 times more likely because of climate change, study estimates - CNN",11173,1804
4645,997,sport,football,Kylian Mbappé and Lionel Messi inspire PSG to Champions League rout  - CNN,3744,638
2860,998,news,europe,Top German Catholic Church official offers resignation over 'catastrophe of sexual abuse' - CNN,7312,1193
4170,999,news,europe,As Romania struggles with Covid fourth wave bodies pile up outside hospital morgue  - CNN,9051,1502
1207,1000,news,world,Finding peace in a world of terror - CNN,14742,2550
1864,1001,sport,sport,Tokyo Olympics torch relay starts its final leg as some suggest this day should never have come - CNN,11658,1843
4148,1002,sport,sport,"Marko Grilc: Snowboarder dies in accident, according to sponsors - CNN",2940,481
2308,1003,news,uk,Northern Ireland sees three nights of violence as tensions build - CNN,3114,491
3265,1004,sport,football,New Zealand Football reviews 'All Whites' nickname as part of cultural inclusivity project  - CNN,2098,345
1454,1005,sport,motorsport,Maya Weug becomes first female driver to earn a spot in the Ferrari Driver Academy - CNN,2489,421
2699,1006,news,europe,Valerie Bacot: Trial begins for French woman who killed her abusive 'stepfather'-turned-husband  - CNN,3490,582
2655,1007,sport,tennis,Zhang Zhizhen becomes first Chinese man to qualify for Wimbledon in Open Era - CNN,974,175
3206,1008,news,europe,Houses of Parliament (Great Britain) Fast Facts - CNN,4502,706
2765,1009,news,europe,Germany Covid-19: The stars of absurd vaccination publicity campaign - CNN,6516,1000
3695,1010,sport,tennis,"Sloane Stephens says she received more than 2,000 messages of 'abuse and anger' after US Open defeat - CNN",3282,523
2746,1011,sport,tennis,Emotional Andy Murray breaks down following winning return to Queen's Club - CNN,1675,291
2769,1012,sport,football,Grenfell Tower: The club providing solace four years after the fire  - CNN,8292,1457
4590,1013,news,europe,New Caledonia rejects independence in final vote amid boycott - CNN,2814,428
3694,1014,sport,football,"Brazil vs Argentina World Cup qualifier: Match suspended, as four Argentinian players accused of breaking Covid travel protocols - CNN",3532,541
572,1015,sport,sport,Yao Ming: Chinese basketball legend says Peng Shuai in 'pretty good condition' during December meeting - CNN,5277,871
2139,1016,news,europe,Armenia mass killings: What to know  - CNN,6916,1119
3875,1017,news,europe,EU warns Poland it will pay for challenging common law - CNN,3626,579
1722,1018,sport,tennis,Australian Open to go without fans as 'new kind of enemy' forces Victoria to lock down - CNN,7280,1201
1766,1019,news,europe,Pope appoints first woman Under-Secretary with right to vote in Synod of Bishops - CNN,1746,279
4414,1020,news,uk,Greta Thunberg says she's going 'net-zero' on cussing after COP26 sing-along  - CNN,2880,447
609,1021,sport,sport,Mikaela Shiffrin left reeling after third Beijing crash: 'I just feel like a joke' - CNN,4708,790
1486,1022,news,europe,Russian President Vladimir Putin takes an icy dip to mark Epiphany - CNN,2037,329
2501,1023,sport,sport,Olympics: Japanese government adviser sparks ire with tweet laughing off calls for cancellation - CNN,2106,347
2127,1024,sport,sport,IPL: Lucrative cricket tournament continues amid India's alarming Covid-19 surge  - CNN,6116,1008
3157,1025,news,uk,Jewish man abused twice in one evening on London public transportation - CNN,2621,421
2639,1026,news,australia,Sydney lockdown: Australia's biggest city heading into two-week hard lockdown to contain Delta coronavirus outbreak - CNN,1269,193
4482,1027,news,europe,Russia says it hopes to begin talks with US and NATO in January - CNN,2579,401
1414,1028,news,europe,"Poland abortion law: New restrictions go into effect, resulting in a near-total ban on terminations - CNN",4378,677
3964,1029,news,australia,Two teenagers charged for allegedly killing 14 kangaroos in Australia - CNN,1639,258
3632,1030,sport,football,Karim Benzema scores a hat-trick as Real Madrid beats Celta Vigo 5-2 in La Liga - CNN,2565,457
3322,1031,news,europe,"Belarus floods the European Union with migrants, taking a page out of Putin's playbook - CNN",9110,1472
4151,1032,sport,sport,Zac Stacy's ex-girlfriend testifies she fears for her safety after violent assault caught on camera - CNN,3933,658
1323,1033,news,us,"Florida condo was 'shaking all the time' during luxury tower construction next door, according to residents - CNN",9078,1463
4229,1034,sport,tennis,WTA Finals: Garbiñe Muguruza becomes first Spanish player to win year ender - CNN,2098,363
184,1035,news,africa,ColdHubs: How solar-powered cold storage is keeping food fresh in Nigeria - CNN,7541,1210
2141,1036,sport,football,Zlatan Ibrahimović's new AC Milan contract will allow him to join fabled club of Serie A's quadragenarians - CNN,3899,642
2407,1037,news,europe,Roman Protasevich: The young dissident who Belarus diverted a Ryanair flight to arrest - CNN,7494,1203
2542,1038,news,uk,"Four months into Brexit, the UK and France have resorted to gunboat diplomacy over fish - CNN",6932,1162
3745,1039,news,europe,Queen Elizabeth II told to rest for at least two weeks - CNN,3972,661
4616,1040,news,uk,Analysis: The clues in Kate's big concert - CNN,10178,1657
2144,1041,sport,football,Ryan Giggs charged with assault of two women and 'coercive and controlling behaviour' - CNN,2466,398
4538,1042,sport,sport,Vincent Jackson: NFL star who died at age 38 diagnosed with Stage 2 CTE - CNN,2603,423
1801,1043,news,europe,Analysis: Putin dismissed Navalny for years. Outrage over his jailing is now a big problem for the Kremlin - CNN,5741,902
4446,1044,sport,sport,"Winter Olympics: Diplomatic boycott of Beijing Games is 'meaningless', says Coe - CNN",1334,198
859,1045,news,weather,Help Central America hurricane victims - CNN,1080,173
2669,1046,news,europe,July 7 2005 London Bombings Fast Facts - CNN,2134,342
3917,1047,news,europe,Russian daily Covid-19 deaths hit record high but lawmakers rule out lockdown - CNN,3477,536
4444,1048,news,uk,Analysis: Royals hope for jubilee reset after tumultuous 12 months  - CNN,12769,2100
59,1049,entertainment,entertainment,Bob Saget's family granted permanent injunction to block the release of records - CNN,3051,466
4348,1050,news,australia,Koalas are dying from chlamydia and climate change is making it worse - CNN,10134,1580
2041,1051,sport,sport,NBA All-Star Game: The league's best players duke it out - CNN,5897,966
605,1052,sport,sport,China's Sui Wenjing and Han Cong win gold in pairs figure skating  - CNN,2368,403
1739,1053,sport,football,Ryan Reynolds and Rob McElhenney complete takeover of Wrexham AFC - CNN,2863,460
3178,1054,sport,motorsport,Lewis Hamilton extends Mercedes contract to 2023 - CNN,2554,417
1549,1055,news,europe,Pope Francis says he is in line to take Covid-19 vaccine - CNN,2503,412
3737,1056,sport,sport,Braves vs Astros: Atlanta wins to go up 2-1 over Houston in the World Series - CNN,2829,505
2920,1057,sport,sport,Simone Biles withdraws from women's team gymnastics at Tokyo Olympics as ROC wins gold - CNN,5579,939
3569,1058,news,uk,Analysis: Why the cash-for-honors allegations are embarrassing for Prince Charles - CNN,10451,1666
1169,1059,politics,politics,What are Donald Trump's religious beliefs?  - CNNPolitics,19024,3131
3400,1060,sport,football,British police arrest 11 people for online racist abuse following Euro 2020 final - CNN,3147,514
3965,1061,sport,golf,'I just felt really weak': Anna Nordqvist reveals mental health battle after major victory - CNN,4873,834
4586,1062,sport,football,Real Madrid breezes past fierce rival Atlético Madrid 2-0 to extend winning run  - CNN,2273,370
1688,1063,news,uk,Brexit: A majority of Britons aren't satisfied with how trade agreement turned out - CNN,5502,899
