Index,Headline,original_category,llm_category,original_section,llm_section,neighbor_1_index,neighbor_1_headline,neighbor_1_similarity,neighbor_2_index,neighbor_2_headline,neighbor_2_similarity,neighbor_3_index,neighbor_3_headline,neighbor_3_similarity,neighbor_4_index,neighbor_4_headline,neighbor_4_similarity,neighbor_5_index,neighbor_5_headline,neighbor_5_similarity,same_original_category_neighbor_ratio,same_llm_category_neighbor_ratio,same_original_section_neighbor_ratio,same_llm_section_neighbor_ratio,mean_neighbor_similarity,minimum_neighbor_similarity,maximum_neighbor_similarity
2155,Seán McCabe: Football's first Climate Justice Officer - CNN,sport,sport,football,football,3574,'Imagine how good it could be': Northern Ireland women's footballers ready to seize their moment  - CNN,0.5403505,3748,Morten Thorsby: Why the climate crisis is a game football cannot afford to lose - CNN,0.527162,570,Players can be red carded for deliberate coughing under English football's new Covid-19 guidelines - CNN,0.49619728,4032,"UK red list: Premier League footballers offered new quarantine rules for international break, but Jurgen Klopp says it's 'not a real solution' - CNN",0.45548427,3881,FIFA 'deeply concerned' at social media footage of DR Congo Under-20 women's national team - CNN,0.43364364,1.0,1.0,1.0,1.0,0.49056754,0.43364364,0.5403505
3204,"Paralympian says he had to be pulled through White House kitchen lift because ""they didn't have an elevator"" - CNN",sport,entertainment,sport,celebrities,3223,"Two Afghan athletes arrive from Kabul to Tokyo, International Paralympic Committee confirms - CNN",0.46831113,4221,Bryan Habana: Springboks great says he would have taken the knee as a player if he had the opportunity - CNN,0.44034648,1462,"Inauguration cool: Forget the outfits, everyone is talking about the kicks - CNN",0.42766052,4514,"Amir Assadollahzadeh: Fearing torture and possible execution, Iranian powerlifter quit team in Norway and ran for his life - CNN",0.42517465,3260,Paralympic Games officially begin with vibrant Opening Ceremony - CNN,0.42347687,1.0,0.2,1.0,0.2,0.43699393,0.42347687,0.46831113
1980,NFL: Tom Brady signs new deal with the Tampa Bay Buccaneers - CNN,sport,sport,sport,football,2049,Tom Brady: NFL star says he dodged wife's retirement request - CNN,0.8135021,4071,Tom Brady hypes Buccaneers-Patriots game with homecoming video  - CNN,0.77529764,127,Tom Brady returning from retirement to Tampa Bay Buccaneers next season - CNN,0.7629876,126,"Tom Brady's 'final' career touchdown ball sells for over $518,000 at auction  - CNN",0.75705135,1495,Tom Brady guides the Tampa Bay Buccaneers to victory over the New Orleans Saints - CNN,0.7343142,1.0,1.0,1.0,1.0,0.76863056,0.7343142,0.8135021
3778,"Australian Open: No unvaccinated players at tournament, says Victoria state Premier - CNN",sport,sport,tennis,sport,4543,Australian Open organisers confirm medical exemption process - CNN,0.8191602,3969,"Australian Open: Get vaccinated if you want to play grand slam, minister tells players - CNN",0.8040575,3801,Australian Open: Unvaccinated players can compete after quarantine -- report - CNN,0.7985941,1789,Australian Open players and staff go into quarantine after a hotel worker tests positive for Covid-19 - CNN,0.7898223,1492,Australian Open 2021: Quarantining tennis players voice 'unequal practice' frustrations - CNN,0.7790053,1.0,0.8,1.0,0.4,0.7981279,0.7790053,0.8191602
2094,"Navalny appears in court for first time since ending hunger strike, saying 'I'm just an awful skeleton' - CNN",news,politics,europe,politics,1493,Alexey Navalny to be held in custody for a month following his return to Russia  - CNN,0.75884825,1805,"Alexey Navalny handed jail term, prompting protests across Russia - CNN",0.74176764,1792,Alexey Navalny: The Kremlin crackdown risks turning the opposition leader into a martyr - CNN,0.72909904,1413,"Alexey Navalny to remain in detention ahead of hearing next month, Russian court rules - CNN",0.70719874,1661,"Alexey Navalny remains in jail as court rejects his appeal. Then he's fined $11,500 in defamation case - CNN",0.6940625,1.0,0.8,1.0,0.8,0.7261952,0.6940625,0.75884825
4208,Paris fire: Blaze near Place de L'Opera in French capital - CNN,news,news,europe,europe,3731,2015 Paris Terror Attacks - CNN,0.57825327,2925,Wildfires scorch Spain and cause 'disaster without precedence' in Sardinia - CNN,0.49326771,1267,Paris survivor stories: Friday night interrupted - CNN,0.4809577,2543,"French woman shot and burned by her partner, officials say, as anger builds over femicides - CNN",0.438447,2240,"Paris shooter is on the run, leaving behind one dead and one injured  - CNN",0.43113947,1.0,1.0,0.8,0.6,0.48441306,0.43113947,0.57825327
2064,"Europe's unified vaccination strategy is splintering as nations turn to Israel, China and Russia for help - CNN",news,news,europe,europe,4078,Vaccine hesitancy: These EU nations are still miles behind their neighbors - CNN,0.7510647,2339,WHO says Europe's vaccine rollout 'unacceptably slow' amid 'worrying' surge - CNN,0.7209258,212,Why Europe's fight against the pandemic is about to get much more dangerous - CNN,0.71507716,1665,"Caught in a vaccine no man's land, these European countries are scrambling for Chinese and Russian shots - CNN",0.71022797,1401,Analysis: The EU and UK's fight reveals the ugly truth about vaccine nationalism - CNN,0.7017303,1.0,0.0,1.0,0.0,0.7198052,0.7017303,0.7510647
2203,France outlaws sex with children aged under 15 - CNN,news,news,europe,europe,3148,"Spain says non-consensual sex is rape, toughens sexual violence laws
 - CNN",0.5795506,2875,Belgium: Five arrested after 14-year-old girl gang raped  - CNN,0.5715779,4058,"Up to 3,200 pedophiles in French Catholic Church since 1950, according to independent commission - CNN",0.53579235,4075,"French former police officer identified as serial killer and rapist, ending 35-year hunt - CNN",0.5233077,4027,France Catholic Church: Pope expresses 'shame' over Church response to sexual abuse survivors following report - CNN,0.5050055,1.0,0.6,1.0,0.2,0.5430468,0.5050055,0.5795506
1006,Show animals and their proud handlers - CNN,news,entertainment,living,celebrities,2075,Horse racing faces new welfare scrutiny after more footage appears of a jockey posing on a dead horse - CNN,0.36773252,2084,"Gordon Elliott, top racing trainer, apologizes over dead horse photo - CNN",0.36752117,841,How to support animal lover Betty White's favorite cause - CNN,0.34221256,2237,The Masters: Hideki Matsuyama's caddie bowing respectfully to Augusta symbolizes emotional win for a proud Japan - CNN,0.33278686,1958,Charlie Hebdo cartoon of Meghan Markle and Queen sparks outrage - CNN,0.32756782,0.4,0.2,0.0,0.2,0.34756416,0.32756782,0.36773252
2984,Why trash-raiding cockatoos in Sydney are smarter than 'bin chickens' - CNN,news,news,australia,australia,1623,Lockdown has made London a boomtown for rats - CNN,0.42852348,2138,'Big Bird Bandits:' Police hunting thieves who allegedly stole 'Sesame Street' costume make arrests - CNN,0.3795191,4552,Birdsong album beats Christmas classics to reach top five chart in Australia - CNN,0.345823,3192,EU plans to end caged animal farming  - CNN,0.3408748,2331,David Moyes: The Premier League manager who spent lockdown delivering fruit - CNN,0.3349015,0.8,0.4,0.4,0.0,0.36592835,0.3349015,0.42852348
4290,Dani Alves: Barcelona legend set to be reunited with new manager Xavi after 'agreement in principle' to return - CNN,sport,sport,football,football,4367,Barcelona appoints club legend Xavi as new coach - CNN,0.73439765,2890,Sergio Aguero to join FC Barcelona as Spanish club begins squad overhaul - CNN,0.646546,4160,"Barcelona vs Benfica: Barça's Champions League hopes on knife edge, but club may have found its new star - CNN",0.62869537,4357,Barcelona throws away three-goal lead in thrilling 3-3 draw with Celta Vigo - CNN,0.6222293,4410,Barcelona: Barça scrapes to win while Robert Lewandowski scores hat-trick - CNN,0.5965667,1.0,1.0,0.8,1.0,0.645687,0.5965667,0.73439765
2543,"French woman shot and burned by her partner, officials say, as anger builds over femicides - CNN",news,news,europe,middleeast,2240,"Paris shooter is on the run, leaving behind one dead and one injured  - CNN",0.61744595,2699,Valerie Bacot: Trial begins for French woman who killed her abusive 'stepfather'-turned-husband  - CNN,0.5663816,2152,France knife attack: Anti-terrorism probe launched after police officer stabbed to death - CNN,0.56338775,3731,2015 Paris Terror Attacks - CNN,0.5337689,4695,Sword-wielding man dressed as a ninja shot by French police - CNN,0.52352977,1.0,1.0,1.0,0.0,0.5609028,0.52352977,0.61744595
2567,Meghan to publish children's book inspired by Harry and Archie - CNN,news,entertainment,uk,celebrities,1903,Prince Harry invokes his mother's memory in foreword to new book for bereaved children of frontline workers - CNN,0.5775492,2983,What can we expect from Prince Harry's book? - CNN,0.5552121,4484,Harry and Meghan share first picture of daughter Lilibet in holiday card - CNN,0.5473434,2829,"Meghan and Harry welcome baby girl, Lilibet Diana - CNN",0.54587936,4318,"Meghan, Duchess of Sussex, apologizes to UK court, denies any intention to mislead - CNN",0.53151786,1.0,0.6,0.8,0.6,0.55150044,0.53151786,0.5775492
1629,Michelle Wie West: Golf world rallies following Rudy Giuliani's 'highly inappropriate' comments on Steve Bannon podcast  - CNN,sport,entertainment,golf,celebrities,1657,How Biden fared in front of world leaders during his (virtual) global debut as US President - CNN,0.4781435,2348,"Naomi Osaka withdraws from French Open, citing her mental health - CNN",0.46558255,104,"Brittney Griner: 'It's the most audacious hostage taking by a state imaginable,' says former captive - CNN",0.45410395,1704,Random Golf Club: The filmmaker looking to solve 'the problem of feeling unwelcome' in golf - CNN,0.44967896,61,Jane Campion apologizes for 'thoughtless' comment about Venus and Serena Williams - CNN,0.44436783,0.6,0.4,0.2,0.4,0.45837536,0.44436783,0.4781435
2370,Barack Obama and Marcus Rashford talk about the power of the next generation - CNN,sport,entertainment,football,celebrities,2366,Barack Obama praises Marcus Rashford for child food poverty campaign - CNN,0.8516091,3922,Marcus Rashford: Manchester United forward told to 'prioritize' football by manager Ole Gunnar Solskjaer - CNN,0.6116874,1393,Marcus Rashford: Manchester United star racially abused online - CNN,0.55753803,1527,"Marcus Rashford shares 'unacceptable' food parcels, prompting UK government investigation - CNN",0.43595946,3222,Meet the 16-year-old supplying Premier League stars with rare sneakers - CNN,0.40529197,0.8,0.0,0.8,0.0,0.57241714,0.40529197,0.8516091
3261,US veteran reunited with Italian siblings he almost shot in World War II - CNN,news,news,europe,europe,937,"With war raging, this CNN Hero is racing to aid Ukraine's Holocaust survivors - CNN",0.47504961,3201,US veterans launch dig for missing World War II airmen in England - CNN,0.4583494,3830,Italy's Covid pass: Violence at protests has ignited a national debate about fascism - CNN,0.4462043,1211,Bound by terror: 'I've got you' - CNN,0.43808544,1161,Medic who documented Nazi camp horror dies at 93 - CNN,0.4269576,0.8,0.8,0.4,0.0,0.4489293,0.4269576,0.47504961
2421,"Phil Mickelson sets early lead at PGA Championship, and a chance at history - CNN",sport,sport,golf,football,2424,Phil Mickelson atop leaderboard heading into final round at PGA Championship - CNN,0.8285904,2405,PGA Championship 2021: Phil Mickelson becomes oldest major winner  - CNN,0.76592255,2363,Phil Mickelson's 'simply amazing' win and a victory against his doubters - CNN,0.7165431,2439,John Daly leads 2021 PGA Championship for brief moment - CNN,0.6673571,1974,Players Championship: Two golfers score hole-in-ones  - CNN,0.65617156,1.0,1.0,1.0,0.6,0.7269169,0.65617156,0.8285904
224,Madison Cawthorn: Judge rejects January 6-based challenge to congressman's candidacy - CNNPolitics,politics,politics,politics,politics,235,Supreme Court denies GOP challenges to congressional maps in North Carolina and Pennsylvania - CNNPolitics,0.5743135,250,The Supreme Court may completely hollow out the Voting Rights Act by 2024 - CNNPolitics,0.5288609,1291,Fears of unlikely federal gun-control measures lead to raft of state laws - CNNPolitics,0.46037364,236,The biggest 2022 upset no one is talking about  - CNNPolitics,0.44753987,254,Two long-serving Democratic congressmen announce they won't seek reelection in 2022 - CNNPolitics,0.4237284,1.0,1.0,1.0,1.0,0.48696327,0.4237284,0.5743135
4000,"Lionel Messi: Leaving Barcelona was a shock, but PSG starr adjusting well in Paris - CNN",sport,sport,football,football,3349,Lionel Messi signs two-year contract with Paris Saint-Germain - CNN,0.79625547,3339,Lionel Messi tells CNN he believes PSG is the best place for him to win UCL again - CNN,0.7729447,3395,Lionel Messi: Barcelona says Argentine star is leaving the club - CNN,0.7700354,3308,Barcelona starts life without Lionel Messi with a thrilling win  - CNN,0.761134,3467,Lionel Messi scores first PSG goal in Champions League win over Manchester City - CNN,0.7330756,1.0,1.0,1.0,1.0,0.766689,0.7330756,0.79625547
2396,Archaeologists recover victims of the Spanish Civil War - CNN,news,news,europe,europe,2231,"Spain plans to open grave containing 33,000 civil war victims - CNN",0.7237711,1472,"Madrid explosion: 3 dead, several injured as explosion rocks Spanish capital  - CNN",0.4815839,1161,Medic who documented Nazi camp horror dies at 93 - CNN,0.47092956,1333,Four of the five victims killed in Florida building collapse were identified. 156 people remain unaccounted for - CNN,0.45974576,2345,'Exceptionally high' number of decapitated bodies found at Roman burial site - CNN,0.42814314,0.8,1.0,0.6,0.4,0.51283467,0.42814314,0.7237711
1859,Champion snowboarder Julie Pomagalski dies in avalanche - CNN,sport,news,sport,us,4148,"Marko Grilc: Snowboarder dies in accident, according to sponsors - CNN",0.56619406,3752,Alex 'Chumpy' Pullin: Olympian widow welcomes daughter 15 months after his death - CNN,0.55244017,599,The highs and lows of the 2022 Winter Olympics - CNN,0.52220976,609,Mikaela Shiffrin left reeling after third Beijing crash: 'I just feel like a joke' - CNN,0.49060446,639,Kaillie Humphries: Canada-born slider wins monobob gold medal for US at Beijing 2022 after ​filing harassment complaint  - CNN,0.48594147,1.0,0.2,1.0,0.0,0.523478,0.48594147,0.56619406
3037,"Kurt Westergaard, cartoonist whose depiction of Mohammed sparked outrage, dead at 86 - CNN",news,news,europe,asia,2989,"Anders Breivik killed 77 people in Norway. A decade on, 'the hatred is still out there' but his influence is seen as low - CNN",0.49298292,3120,Norway Terror Attacks Fast Facts - CNN,0.4789641,1509,Belgium protests over a man's death in police custody result in more than 100 arrests - CNN,0.399822,1239,"After 9/11, turbans made Sikhs targets - CNN",0.38486004,1385,Robert Keith Packer: Man in 'Camp Auschwitz' sweatshirt during Capitol riot identified - CNNPolitics,0.38434875,0.8,0.6,0.6,0.0,0.42819557,0.38434875,0.49298292
