Index,Headline,category,section,neighbor_1_index,neighbor_1_headline,neighbor_1_similarity,neighbor_2_index,neighbor_2_headline,neighbor_2_similarity,neighbor_3_index,neighbor_3_headline,neighbor_3_similarity,neighbor_4_index,neighbor_4_headline,neighbor_4_similarity,neighbor_5_index,neighbor_5_headline,neighbor_5_similarity,same_category_neighbor_ratio,same_section_neighbor_ratio,mean_neighbor_similarity,minimum_neighbor_similarity,maximum_neighbor_similarity
208,China's promotion of Russian disinformation indicates where its loyalties lie - CNN,news,china,199,Analysis: Japan's tough talk on Russia is really about China - CNN,0.67342305,209,China can't do much to help Russia's sanction-hit economy - CNN,0.6387486,4479,Putin blames the West for growing tensions during end-of-year news conference - CNN,0.6186406,4598,Russia's Vladimir Putin told Biden he would 'really like' to meet - CNN,0.5976376,4662,"Oleksiy Reznikov, Ukraine's defense minister warns there will be a 'bloody massacre' if Russia invades - CNN",0.59752357,0.8,0.0,0.6251947,0.59752357,0.67342305
209,China can't do much to help Russia's sanction-hit economy - CNN,business,economy,2280,Boris Johnson desperately needs a more coherent China strategy - CNN,0.6687724,208,China's promotion of Russian disinformation indicates where its loyalties lie - CNN,0.6387486,317,Premarket stocks: China's new Covid lockdowns are another threat to the economy - CNN,0.5997213,199,Analysis: Japan's tough talk on Russia is really about China - CNN,0.58166856,2594,Putin says US sanctions on Russia 'even did us good' - CNN,0.5489414,0.2,0.0,0.60757047,0.5489414,0.6687724
210,Hong Kong's outbreak shows the limits of zero-Covid -- but the government isn't budging - CNN,news,china,317,Premarket stocks: China's new Covid lockdowns are another threat to the economy - CNN,0.63108987,25,Hong Kong Covid divide: Expats get more perks while domestic workers lose their homes - CNN,0.5992451,1556,Europe: Covid death records shattered as London declares 'major incident' - CNN,0.58729976,3264,Australian Prime Minister hints at end to 'Covid zero' - CNN,0.58720404,26,Shenzhen lockdown: Foxconn halts operations as Covid hits tech hub - CNN,0.57545125,0.4,0.0,0.596058,0.57545125,0.63108987
211,Beijing Covid bubble: We are in the same Olympic city but remain a world apart  - CNN,news,china,610,The Olympics was a success inside of China. And that's the audience Beijing cares about  - CNN,0.6788517,3450,Beijing 2022 Winter Olympics will be open to fans --  if they live in China - CNN,0.66655564,625,China human rights: Beijing clamps down on dissent as Olympics heat up - CNN,0.61823726,4485,Winter Olympics: China admits Beijing 2022 could bring Covid-19 cases  - CNN,0.6149453,643,"Beijing Olympics tickets will not be sold to general public due to Covid-19, China says - CNN",0.60977787,0.4,0.4,0.63767356,0.60977787,0.6788517
212,Why Europe's fight against the pandemic is about to get much more dangerous - CNN,news,europe,4703,Making Covid-19 vaccines mandatory was once unthinkable. But European countries are showing it can work - CNN,0.80623317,4220,"Austria Covid: Nationwide vaccine mandate announced, lockdown reimposed - CNN",0.7821094,4078,Vaccine hesitancy: These EU nations are still miles behind their neighbors - CNN,0.7498807,4301,Austria on verge of Covid lockdown for millions of unvaccinated people - CNN,0.7264599,2339,WHO says Europe's vaccine rollout 'unacceptably slow' amid 'worrying' surge - CNN,0.7235633,1.0,1.0,0.7576493,0.7235633,0.80623317
214,Fact check: A look at Biden's first year in false claims - CNNPolitics,politics,politics,226,Biden: A brutal poll number for the president - CNNPolitics,0.5440995,216,Fact check: 5 enduring lies about Capitol insurrection - CNNPolitics,0.5210623,1137,Why some Americans say Trump can't stop what Obama started - CNN,0.47111654,218,Anatomy of a lie: How the myth that Antifa stormed the Capitol became a widespread belief among Republicans - CNNPolitics,0.43402678,1313,Candidates echo fake Arizona fraud claims with an eye on 2022 - CNNPolitics,0.43294758,0.8,0.8,0.48065057,0.43294758,0.5440995
216,Fact check: 5 enduring lies about Capitol insurrection - CNNPolitics,politics,politics,1391,"Insurrection a stunning show of force for conspiracy groups, extremists and fringe movements - CNN",0.64729786,1381,Some GOP lawmakers' speeches helped set the tone for Capitol riot. Now that rhetoric is drawing blowback from colleagues.  - CNNPolitics,0.64615804,1387,DC police made far more arrests at height of Black Lives Matter protests than during Capitol clash - CNN,0.63318306,1389,Extremists intensify calls for violence ahead of Inauguration Day - CNN,0.62537485,1369,They stormed the Capitol to overturn the results of an election they didn't vote in - CNN,0.5608242,0.2,0.2,0.62256753,0.5608242,0.64729786
218,Anatomy of a lie: How the myth that Antifa stormed the Capitol became a widespread belief among Republicans - CNNPolitics,politics,politics,1367,Leaders of the anti-vaccine movements used 'Stop the Steal' to crusade to advance their own conspiracy theories  - CNNPolitics,0.57000536,216,Fact check: 5 enduring lies about Capitol insurrection - CNNPolitics,0.51264185,3656,Ukrainian opposition demand investigation into failed sting operation detailed by CNN   - CNN,0.49343735,1391,"Insurrection a stunning show of force for conspiracy groups, extremists and fringe movements - CNN",0.48880637,1313,Candidates echo fake Arizona fraud claims with an eye on 2022 - CNNPolitics,0.4797597,0.6,0.6,0.5089301,0.4797597,0.57000536
220,Key dates for the 2022 midterm election - CNNPolitics,politics,politics,232,2022 midterm election calendar - CNNPolitics,0.78415227,262,6 takeaways from the Texas primaries - CNNPolitics,0.66234374,251,Why the 2022 midterm elections look like the opposite of 2018 - CNNPolitics,0.6410976,236,The biggest 2022 upset no one is talking about  - CNNPolitics,0.56797314,238,Analysis: This is the big loser in redistricting the country's congressional lines - CNNPolitics,0.5651369,1.0,1.0,0.6441407,0.5651369,0.78415227
221,Why independents have cooled on Biden -- and what that means for Democrats - CNNPolitics,politics,politics,232,2022 midterm election calendar - CNNPolitics,0.63117254,226,Biden: A brutal poll number for the president - CNNPolitics,0.62602645,227,Analysis: How Republicans can still screw up 2022 - CNNPolitics,0.61427224,251,Why the 2022 midterm elections look like the opposite of 2018 - CNNPolitics,0.60220313,222,Democrats' problem with Hispanic voters isn't going away as GOP gains seem to be solidifying - CNNPolitics,0.57337093,1.0,1.0,0.60940903,0.57337093,0.63117254
222,Democrats' problem with Hispanic voters isn't going away as GOP gains seem to be solidifying - CNNPolitics,politics,politics,262,6 takeaways from the Texas primaries - CNNPolitics,0.65522087,260,"Cuellar and Cisneros will advance to runoff in Texas' 28th Congressional District, CNN projects  - CNNPolitics",0.6271579,265,South Texas emerges as 2022 battleground as Democrats look to win back Latino voters after Trump's inroads  - CNNPolitics,0.61047995,221,Why independents have cooled on Biden -- and what that means for Democrats - CNNPolitics,0.57337075,249,Clyburn: 2022 elections are 'going to be chaotic' in wake of new state voting laws - CNNPolitics,0.5534021,1.0,1.0,0.6039263,0.5534021,0.65522087
223,Analysis: Republicans prove they are their own worst enemy in 2022 - CNNPolitics,politics,politics,227,Analysis: How Republicans can still screw up 2022 - CNNPolitics,0.5889455,236,The biggest 2022 upset no one is talking about  - CNNPolitics,0.55887187,237,DeSantis vows to veto latest GOP-proposed congressional boundaries in Florida - CNNPolitics,0.5526833,232,2022 midterm election calendar - CNNPolitics,0.52914715,257,Democratic retirements: Low morale and redistricting hand the party a growing problem - CNNPolitics,0.519601,1.0,1.0,0.5498498,0.519601,0.5889455
224,Madison Cawthorn: Judge rejects January 6-based challenge to congressman's candidacy - CNNPolitics,politics,politics,235,Supreme Court denies GOP challenges to congressional maps in North Carolina and Pennsylvania - CNNPolitics,0.5743135,246,Key states making moves to change election laws and voting options - CNNPolitics,0.5447397,240,North Carolina Supreme Court strikes down redistricting maps - CNNPolitics,0.52988446,250,The Supreme Court may completely hollow out the Voting Rights Act by 2024 - CNNPolitics,0.528861,239,What the Supreme Court's decision on Alabama's maps could mean for the Voting Rights Act - CNNPolitics,0.48706645,1.0,1.0,0.53297305,0.48706645,0.5743135
225,Analysis: A signal Democrats could be facing a massive wave - CNNPolitics,politics,politics,230,Why polls may be underestimating Republicans - CNNPolitics,0.65796566,251,Why the 2022 midterm elections look like the opposite of 2018 - CNNPolitics,0.6498854,238,Analysis: This is the big loser in redistricting the country's congressional lines - CNNPolitics,0.59091944,227,Analysis: How Republicans can still screw up 2022 - CNNPolitics,0.54628754,232,2022 midterm election calendar - CNNPolitics,0.54526615,1.0,1.0,0.59806484,0.54526615,0.65796566
226,Biden: A brutal poll number for the president - CNNPolitics,politics,politics,221,Why independents have cooled on Biden -- and what that means for Democrats - CNNPolitics,0.62602645,214,Fact check: A look at Biden's first year in false claims - CNNPolitics,0.5440995,230,Why polls may be underestimating Republicans - CNNPolitics,0.5437887,232,2022 midterm election calendar - CNNPolitics,0.5185124,227,Analysis: How Republicans can still screw up 2022 - CNNPolitics,0.5076114,1.0,1.0,0.54800767,0.5076114,0.62602645
227,Analysis: How Republicans can still screw up 2022 - CNNPolitics,politics,politics,221,Why independents have cooled on Biden -- and what that means for Democrats - CNNPolitics,0.61427224,232,2022 midterm election calendar - CNNPolitics,0.60804784,233,The 10 Senate seats most likely to flip in 2022 - CNNPolitics,0.6023879,223,Analysis: Republicans prove they are their own worst enemy in 2022 - CNNPolitics,0.5889455,252,Here's why Democrats' chances of winning in November are slipping - CNNPolitics,0.56604457,1.0,1.0,0.5959396,0.56604457,0.61427224
228,Don't expect the Fed to slow rate hikes just because of the midterms   - CNN,business,economy,352,Opinion: The labor shortage could lead to a recession next year - CNN,0.70023394,372,Opinion: Expect markets to be on a wild ride until the Fed really starts raising rates - CNN,0.5475513,334,Mortgage rates jump to nearly 4% - CNN,0.52169085,27,US economy flashes a recession warning sign - CNN,0.46979523,326,Mortgages rates are on the rise again amid inflation fears - CNN,0.45763987,1.0,0.2,0.5393822,0.45763987,0.70023394
229,Wealthy candidates pour millions into 2022 campaigns  - CNNPolitics,politics,politics,1357,Former state senator Frank Artiles charged in spoiler candidate scheme - CNNPolitics,0.5144361,232,2022 midterm election calendar - CNNPolitics,0.49651796,220,Key dates for the 2022 midterm election - CNNPolitics,0.4772669,1343,Arizona audit funding cloaked in secrecy - CNNPolitics,0.47553396,262,6 takeaways from the Texas primaries - CNNPolitics,0.4725936,1.0,1.0,0.48726973,0.4725936,0.5144361
230,Why polls may be underestimating Republicans - CNNPolitics,politics,politics,225,Analysis: A signal Democrats could be facing a massive wave - CNNPolitics,0.65796554,251,Why the 2022 midterm elections look like the opposite of 2018 - CNNPolitics,0.61713815,226,Biden: A brutal poll number for the president - CNNPolitics,0.5437887,232,2022 midterm election calendar - CNNPolitics,0.5269017,222,Democrats' problem with Hispanic voters isn't going away as GOP gains seem to be solidifying - CNNPolitics,0.5227884,1.0,1.0,0.5737165,0.5227884,0.65796554
232,2022 midterm election calendar - CNNPolitics,politics,politics,220,Key dates for the 2022 midterm election - CNNPolitics,0.78415215,251,Why the 2022 midterm elections look like the opposite of 2018 - CNNPolitics,0.7283323,236,The biggest 2022 upset no one is talking about  - CNNPolitics,0.6443678,233,The 10 Senate seats most likely to flip in 2022 - CNNPolitics,0.64056784,221,Why independents have cooled on Biden -- and what that means for Democrats - CNNPolitics,0.6311724,1.0,1.0,0.6857185,0.6311724,0.78415215
233,The 10 Senate seats most likely to flip in 2022 - CNNPolitics,politics,politics,232,2022 midterm election calendar - CNNPolitics,0.64056784,227,Analysis: How Republicans can still screw up 2022 - CNNPolitics,0.6023879,236,The biggest 2022 upset no one is talking about  - CNNPolitics,0.5810019,238,Analysis: This is the big loser in redistricting the country's congressional lines - CNNPolitics,0.5389757,220,Key dates for the 2022 midterm election - CNNPolitics,0.5371417,1.0,1.0,0.580015,0.5371417,0.64056784
234,How Democrats are winning congressional redistricting fights - CNNPolitics,politics,politics,242,California's new congressional maps produce a scrambled playing field  - CNNPolitics,0.7212504,241,"New York completes congressional redistricting, likely netting Democrats several seats - CNNPolitics",0.6566758,238,Analysis: This is the big loser in redistricting the country's congressional lines - CNNPolitics,0.60828406,240,North Carolina Supreme Court strikes down redistricting maps - CNNPolitics,0.59986365,236,The biggest 2022 upset no one is talking about  - CNNPolitics,0.59743017,1.0,1.0,0.6367008,0.59743017,0.7212504
235,Supreme Court denies GOP challenges to congressional maps in North Carolina and Pennsylvania - CNNPolitics,politics,politics,240,North Carolina Supreme Court strikes down redistricting maps - CNNPolitics,0.7427442,236,The biggest 2022 upset no one is talking about  - CNNPolitics,0.66303325,239,What the Supreme Court's decision on Alabama's maps could mean for the Voting Rights Act - CNNPolitics,0.5926377,250,The Supreme Court may completely hollow out the Voting Rights Act by 2024 - CNNPolitics,0.58476907,246,Key states making moves to change election laws and voting options - CNNPolitics,0.5757053,1.0,1.0,0.6317779,0.5757053,0.7427442
